id,转换后JH,XJS,JX,FW,LJCZJS,JX_design,FW_design,LJCZJS_design,关键点
3010,B16-X7,1072.2,30.98,236.21,964.08,N/A,N/A,N/A,0.0
3011,B16-X7,1100.73,31.02,236.11,988.54,N/A,N/A,N/A,0.0
3012,B16-X7,1129.49,31.07,236.01,1013.18,N/A,N/A,N/A,0.0
3013,B16-X7,1158.3,30.5,235.01,1037.93,N/A,N/A,N/A,0.0
3014,B16-X7,1186.97,29.98,233.91,1062.7,N/A,N/A,N/A,0.0
3015,B16-X7,1215.69,30.76,234.81,1087.47,N/A,N/A,N/A,0.0
3016,B16-X7,1244.49,31.82,235.61,1112.08,N/A,N/A,N/A,0.0
3017,B16-X7,1273.1,31.82,235.31,1136.4,N/A,N/A,N/A,0.0
3018,B16-X7,1301.66,31.76,235.81,1160.67,N/A,N/A,N/A,0.0
3019,B16-X7,1330.23,31.68,236.01,1184.97,N/A,N/A,N/A,0.0
3020,B16-X7,1359.12,31.35,236.01,1209.6,N/A,N/A,N/A,0.0
3021,B16-X7,1388.13,31.07,236.01,1234.41,N/A,N/A,N/A,0.0
3022,B16-X7,1417.13,30.77,235.51,1259.29,N/A,N/A,N/A,0.0
3023,B16-X7,1445.79,30.59,235.11,1283.94,N/A,N/A,N/A,0.0
3024,B16-X7,1474.42,30.68,234.51,1308.57,N/A,N/A,N/A,0.0
3025,B16-X7,1502.75,30.76,232.71,1332.93,N/A,N/A,N/A,0.0
3026,B16-X7,1531.38,30.33,232.11,1357.59,N/A,N/A,N/A,0.0
3027,B16-X7,1559.79,30.37,231.21,1382.1,N/A,N/A,N/A,0.0
3028,B16-X7,1588.6,30.43,230.91,1406.95,N/A,N/A,N/A,0.0
3029,B16-X7,1618.21,30.59,230.71,1432.46,N/A,N/A,N/A,0.0
3030,B16-X7,1646.96,30.86,230.21,1457.18,N/A,N/A,N/A,0.0
3031,B16-X7,1675.57,31.33,229.71,1481.68,N/A,N/A,N/A,0.0
3032,B16-X7,1704.13,31.95,229.21,1505.99,N/A,N/A,N/A,0.0
3033,B16-X7,1732.79,32.43,228.91,1530.24,N/A,N/A,N/A,0.0
3034,B16-X7,1761.28,32.51,228.61,1554.28,N/A,N/A,N/A,0.0
3035,B16-X7,1789.86,32.56,228.41,1578.38,N/A,N/A,N/A,0.0
3036,B16-X7,1818.5,33.22,227.31,1602.42,N/A,N/A,N/A,0.0
3037,B16-X7,1847.1,33.88,225.91,1626.26,N/A,N/A,N/A,0.0
3038,B16-X7,1875.82,33.52,224.31,1650.15,N/A,N/A,N/A,0.0
3039,B16-X7,1904.55,33.22,222.21,1674.15,N/A,N/A,N/A,0.0
3040,B16-X7,1933.38,32.7,221.51,1698.34,N/A,N/A,N/A,0.0
3041,B16-X7,1962.14,33.3,221.81,1722.46,N/A,N/A,N/A,0.0
3042,B16-X7,1990.95,33.84,222.21,1746.46,N/A,N/A,N/A,0.0
3043,B16-X7,2019.77,32.53,221.41,1770.58,N/A,N/A,N/A,0.0
3044,B16-X7,2048.46,31.38,220.31,1794.92,N/A,N/A,N/A,0.0
3045,B16-X7,2077.44,31.46,220.31,1819.65,N/A,N/A,N/A,0.0
3046,B16-X7,2106.07,31.29,220.11,1844.1,N/A,N/A,N/A,0.0
3047,B16-X7,2134.5,30.81,218.91,1868.45,N/A,N/A,N/A,0.0
3048,B16-X7,2163.22,30.32,218.41,1893.18,N/A,N/A,N/A,0.0
3049,B16-X7,2191.97,29.79,217.91,1918.07,N/A,N/A,N/A,0.0
3050,B16-X7,2220.67,29.75,218.71,1942.98,N/A,N/A,N/A,0.0
3051,B16-X7,2249.46,29.27,218.61,1968.03,N/A,N/A,N/A,0.0
3052,B16-X7,2278.21,30.45,220.21,1992.97,N/A,N/A,N/A,0.0
3053,B16-X7,2306.79,31.5,221.21,2017.47,N/A,N/A,N/A,0.0
3054,B16-X7,2335.63,31.38,221.81,2042.08,N/A,N/A,N/A,0.0
3055,B16-X7,2364.09,31.29,221.61,2066.39,N/A,N/A,N/A,0.0
3056,B16-X7,2392.77,31.2,221.51,2090.91,N/A,N/A,N/A,0.0
3057,B16-X7,2421.4,31.02,220.91,2115.42,N/A,N/A,N/A,0.0
3058,B16-X7,2449.91,31.74,221.51,2139.76,N/A,N/A,N/A,0.0
3059,B16-X7,2478.72,30.89,221.31,2164.37,N/A,N/A,N/A,0.0
3060,B16-X7,2507.56,31.03,221.01,2189.1,N/A,N/A,N/A,0.0
3061,B16-X7,2536.36,28.87,220.81,2214.05,N/A,N/A,N/A,0.0
3062,B16-X7,2565.26,28.21,219.81,2239.44,N/A,N/A,N/A,0.0
3063,B16-X7,2593.99,28.26,220.61,2264.75,N/A,N/A,N/A,0.0
3064,B16-X7,2622.49,28.3,221.51,2289.85,N/A,N/A,N/A,0.0
3065,B16-X7,2651.24,28.33,219.61,2315.16,N/A,N/A,N/A,0.0
3066,B16-X7,2679.88,28.26,219.71,2340.38,N/A,N/A,N/A,0.0
3067,B16-X7,2708.36,28.61,219.21,2365.43,N/A,N/A,N/A,0.0
3068,B16-X7,2737.06,29.09,219.31,2390.56,N/A,N/A,N/A,0.0
3069,B16-X7,2765.9,29.6,219.61,2415.7,N/A,N/A,N/A,0.0
3070,B16-X7,2794.67,29.06,218.21,2440.78,N/A,N/A,N/A,0.0
3071,B16-X7,2823.13,28.83,217.41,2465.69,N/A,N/A,N/A,0.0
3072,B16-X7,2851.75,28.08,216.61,2490.85,N/A,N/A,N/A,0.0
3073,B16-X7,2880.41,28.08,215.61,2516.14,N/A,N/A,N/A,0.0
3074,B16-X7,2908.83,28.17,216.01,2541.2,N/A,N/A,N/A,0.0
3075,B16-X7,2937.63,29.22,220.11,2566.46,N/A,N/A,N/A,0.0
3076,B16-X7,2966.26,30.01,220.41,2591.35,N/A,N/A,N/A,0.0
3077,B16-X7,2995.03,31.11,220.41,2616.13,N/A,N/A,N/A,0.0
3078,B16-X7,3023.96,30.1,219.31,2641.03,N/A,N/A,N/A,0.0
3079,B16-X7,3052.76,29.71,220.71,2665.99,N/A,N/A,N/A,0.0
3080,B16-X7,3081.76,30.76,219.41,2691.05,N/A,N/A,N/A,0.0
3081,B16-X7,3110.66,30.23,219.01,2715.95,N/A,N/A,N/A,0.0
3082,B16-X7,3139.29,29.31,218.61,2740.8,N/A,N/A,N/A,0.0
3083,B16-X7,3168.14,30.15,218.41,2765.85,N/A,N/A,N/A,0.0
3084,B16-X7,3193.9,31.25,218.23,2788.0,N/A,N/A,N/A,0.0
3085,B16-X7,3196.9,31.38,218.21,2790.57,N/A,N/A,N/A,0.0
3086,B16-X7,3225.5,32.3,217.61,2814.86,N/A,N/A,N/A,0.0
3087,B16-X7,3254.13,33.44,217.51,2838.91,N/A,N/A,N/A,0.0
3088,B16-X7,3283.06,34.45,217.21,2862.91,N/A,N/A,N/A,0.0
3089,B16-X7,3302.0,34.45,217.21,2878.53,N/A,N/A,N/A,0.0
10046,B16-X7,0.0,N/A,N/A,N/A,0.0,236.0,N/A,N/A
10047,B16-X7,140.0,N/A,N/A,N/A,0.0,236.0,140.0,N/A
10048,B16-X7,220.0,N/A,N/A,N/A,7.47,236.0,219.77,N/A
10049,B16-X7,300.0,N/A,N/A,N/A,14.93,236.0,298.19,N/A
10050,B16-X7,380.0,N/A,N/A,N/A,22.4,236.0,373.93,N/A
10051,B16-X7,460.0,N/A,N/A,N/A,29.87,236.0,445.7,N/A
10052,B16-X7,472.14,N/A,N/A,N/A,31.0,236.0,456.17,N/A
10053,B16-X7,772.14,N/A,N/A,N/A,31.0,236.0,713.32,N/A
10054,B16-X7,1072.14,N/A,N/A,N/A,31.0,236.0,970.47,N/A
10055,B16-X7,1372.14,N/A,N/A,N/A,31.0,236.0,1227.62,N/A
10056,B16-X7,1672.14,N/A,N/A,N/A,31.0,236.0,1484.77,N/A
10057,B16-X7,1700.0,N/A,N/A,N/A,31.0,236.0,1508.65,N/A
10058,B16-X7,1780.0,N/A,N/A,N/A,30.8,225.61,1577.3,N/A
10059,B16-X7,1821.44,N/A,N/A,N/A,31.03,220.25,1612.85,N/A
10060,B16-X7,2121.44,N/A,N/A,N/A,31.03,220.25,1869.92,N/A
10061,B16-X7,2421.44,N/A,N/A,N/A,31.03,220.25,2126.99,N/A
10062,B16-X7,2721.44,N/A,N/A,N/A,31.03,220.25,2384.06,N/A
10063,B16-X7,3021.44,N/A,N/A,N/A,31.03,220.25,2641.13,N/A
10064,B16-X7,3183.44,N/A,N/A,N/A,31.03,220.25,2779.94,N/A
10065,B16-X7,3288.47,N/A,N/A,N/A,31.03,220.25,2869.94,N/A
3230,B16-X9,0.0,0.0,192.58,N/A,N/A,N/A,N/A,0.0
3231,B16-X9,13.71,0.16,192.58,13.71,N/A,N/A,N/A,0.0
3232,B16-X9,32.13,0.18,212.32,32.13,N/A,N/A,N/A,0.0
3233,B16-X9,49.59,0.32,246.2,49.59,N/A,N/A,N/A,0.0
3234,B16-X9,77.35,0.45,263.74,77.35,N/A,N/A,N/A,0.0
3235,B16-X9,105.53,0.22,241.28,105.53,N/A,N/A,N/A,0.0
3236,B16-X9,133.56,0.35,220.15,133.56,N/A,N/A,N/A,0.0
3237,B16-X9,160.88,0.16,105.46,160.88,N/A,N/A,N/A,0.0
3238,B16-X9,188.9,0.18,156.15,188.9,N/A,N/A,N/A,0.0
3239,B16-X9,216.51,0.5,56.17,216.51,N/A,N/A,N/A,0.0
3240,B16-X9,244.74,0.38,58.32,244.74,N/A,N/A,N/A,0.0
3241,B16-X9,272.76,0.17,90.74,272.76,N/A,N/A,N/A,0.0
3242,B16-X9,301.56,0.55,101.46,301.56,N/A,N/A,N/A,0.0
3243,B16-X9,311.17,0.69,118.09,311.16,N/A,N/A,N/A,0.0
3244,B16-X9,339.97,1.25,131.25,339.96,N/A,N/A,N/A,0.0
3245,B16-X9,368.71,1.82,145.84,368.69,N/A,N/A,N/A,0.0
3246,B16-X9,388.19,2.09,153.1,388.16,N/A,N/A,N/A,0.0
3247,B16-X9,417.16,2.5,159.1,417.11,N/A,N/A,N/A,1.0
3248,B16-X9,426.82,3.55,142.2,426.75,N/A,N/A,N/A,0.0
3249,B16-X9,436.47,4.61,125.4,436.38,N/A,N/A,N/A,0.0
3250,B16-X9,446.2,5.67,118.44,446.07,N/A,N/A,N/A,0.0
3251,B16-X9,455.81,6.72,111.6,455.62,N/A,N/A,N/A,0.0
3252,B16-X9,465.49,8.06,109.4,465.22,N/A,N/A,N/A,0.0
3253,B16-X9,475.14,9.4,107.1,474.76,N/A,N/A,N/A,0.0
3254,B16-X9,484.77,9.72,101.4,484.26,N/A,N/A,N/A,0.0
3255,B16-X9,494.31,10.05,95.7,493.65,N/A,N/A,N/A,0.0
3256,B16-X9,503.89,10.37,90.0,503.08,N/A,N/A,N/A,0.0
3257,B16-X9,513.49,11.74,92.3,512.5,N/A,N/A,N/A,0.0
3258,B16-X9,523.17,13.12,94.6,521.96,N/A,N/A,N/A,0.0
3259,B16-X9,532.82,14.5,96.9,531.33,N/A,N/A,N/A,0.0
3260,B16-X9,542.43,15.87,96.1,540.6,N/A,N/A,N/A,0.0
3261,B16-X9,551.96,17.22,95.3,549.74,N/A,N/A,N/A,0.0
3262,B16-X9,561.58,18.59,94.5,558.89,N/A,N/A,N/A,0.0
3263,B16-X9,571.12,19.45,92.8,567.91,N/A,N/A,N/A,0.0
3264,B16-X9,580.76,20.31,91.1,576.98,N/A,N/A,N/A,0.0
3265,B16-X9,590.4,21.18,89.4,585.99,N/A,N/A,N/A,0.0
3266,B16-X9,599.93,22.41,88.7,594.84,N/A,N/A,N/A,0.0
3267,B16-X9,609.43,23.63,88.1,603.58,N/A,N/A,N/A,0.0
3268,B16-X9,619.05,24.87,87.4,612.35,N/A,N/A,N/A,0.0
3269,B16-X9,628.71,26.28,88.3,621.07,N/A,N/A,N/A,0.0
3270,B16-X9,638.26,27.68,89.2,629.58,N/A,N/A,N/A,0.0
3271,B16-X9,647.9,29.09,90.1,638.06,N/A,N/A,N/A,0.0
3272,B16-X9,657.58,30.17,91.7,646.47,N/A,N/A,N/A,0.0
3273,B16-X9,667.25,31.24,93.3,654.79,N/A,N/A,N/A,0.0
3274,B16-X9,676.77,32.3,94.8,662.88,N/A,N/A,N/A,0.0
3275,B16-X9,705.44,31.68,95.8,687.2,N/A,N/A,N/A,2.0
3276,B16-X9,734.31,31.77,96.3,711.75,N/A,N/A,N/A,0.0
3277,B16-X9,763.2,32.26,93.3,736.25,N/A,N/A,N/A,0.0
3278,B16-X9,792.04,31.91,92.95,760.68,N/A,N/A,N/A,0.0
3279,B16-X9,820.76,31.55,92.6,785.11,N/A,N/A,N/A,0.0
3280,B16-X9,849.58,33.0,92.45,809.48,N/A,N/A,N/A,0.0
3281,B16-X9,878.46,33.18,92.3,833.67,N/A,N/A,N/A,0.0
3282,B16-X9,907.32,32.68,91.9,857.9,N/A,N/A,N/A,0.0
3283,B16-X9,936.16,32.17,91.5,882.24,N/A,N/A,N/A,0.0
3284,B16-X9,964.79,31.86,91.55,906.52,N/A,N/A,N/A,0.0
3285,B16-X9,993.62,31.55,91.6,931.04,N/A,N/A,N/A,0.0
3286,B16-X9,1022.54,31.66,92.2,955.67,N/A,N/A,N/A,0.0
3287,B16-X9,1051.49,31.77,92.8,980.3,N/A,N/A,N/A,0.0
3288,B16-X9,1080.2,31.61,92.2,1004.73,N/A,N/A,N/A,0.0
3289,B16-X9,1108.95,33.44,91.6,1028.97,N/A,N/A,N/A,0.0
3290,B16-X9,1137.79,33.16,91.8,1053.07,N/A,N/A,N/A,0.0
3291,B16-X9,1166.63,32.87,92.0,1077.26,N/A,N/A,N/A,0.0
3292,B16-X9,1195.42,33.27,92.5,1101.38,N/A,N/A,N/A,0.0
3293,B16-X9,1224.16,33.66,93.0,1125.36,N/A,N/A,N/A,0.0
3294,B16-X9,1253.13,33.92,92.7,1149.44,N/A,N/A,N/A,0.0
3295,B16-X9,1281.74,34.17,92.4,1173.14,N/A,N/A,N/A,0.0
3296,B16-X9,1310.33,34.07,92.2,1196.81,N/A,N/A,N/A,0.0
3297,B16-X9,1339.32,33.97,92.0,1220.84,N/A,N/A,N/A,0.0
3298,B16-X9,1368.04,33.88,92.2,1244.67,N/A,N/A,N/A,0.0
3299,B16-X9,1396.7,33.79,92.1,1268.48,N/A,N/A,N/A,0.0
3300,B16-X9,1425.46,33.71,92.3,1292.39,N/A,N/A,N/A,0.0
3301,B16-X9,1454.11,33.62,92.1,1316.23,N/A,N/A,N/A,0.0
3302,B16-X9,1483.14,33.93,92.2,1340.36,N/A,N/A,N/A,0.0
3303,B16-X9,1512.02,34.23,92.1,1364.28,N/A,N/A,N/A,0.0
3304,B16-X9,1540.81,34.3,91.8,1388.08,N/A,N/A,N/A,0.0
3305,B16-X9,1569.65,34.37,91.6,1411.89,N/A,N/A,N/A,0.0
3306,B16-X9,1598.42,34.04,91.5,1435.69,N/A,N/A,N/A,0.0
3307,B16-X9,1627.32,33.71,91.6,1459.68,N/A,N/A,N/A,0.0
3308,B16-X9,1656.12,33.86,92.3,1483.62,N/A,N/A,N/A,0.0
3309,B16-X9,1684.83,34.01,93.0,1507.44,N/A,N/A,N/A,0.0
3310,B16-X9,1713.72,33.98,92.8,1531.39,N/A,N/A,N/A,0.0
3311,B16-X9,1742.55,33.97,92.6,1555.3,N/A,N/A,N/A,0.0
3312,B16-X9,1771.59,34.02,92.8,1579.37,N/A,N/A,N/A,0.0
3313,B16-X9,1800.48,33.97,92.9,1603.33,N/A,N/A,N/A,0.0
3314,B16-X9,1829.16,34.03,93.1,1627.1,N/A,N/A,N/A,0.0
3315,B16-X9,1858.16,34.06,93.3,1651.13,N/A,N/A,N/A,0.0
3316,B16-X9,1886.96,34.39,93.5,1674.94,N/A,N/A,N/A,0.0
3317,B16-X9,1915.85,34.72,93.7,1698.74,N/A,N/A,N/A,0.0
3318,B16-X9,1944.76,34.24,93.5,1722.57,N/A,N/A,N/A,0.0
3319,B16-X9,1973.35,33.75,93.2,1746.27,N/A,N/A,N/A,0.0
3320,B16-X9,2002.28,33.31,93.7,1770.39,N/A,N/A,N/A,0.0
3321,B16-X9,2031.07,32.87,94.2,1794.51,N/A,N/A,N/A,0.0
3322,B16-X9,2059.72,31.92,94.6,1818.7,N/A,N/A,N/A,0.0
3323,B16-X9,2088.53,30.96,94.9,1843.28,N/A,N/A,N/A,0.0
3324,B16-X9,2117.46,30.76,93.55,1868.11,N/A,N/A,N/A,0.0
3325,B16-X9,2146.23,30.56,92.2,1892.86,N/A,N/A,N/A,0.0
3326,B16-X9,2175.1,32.14,92.8,1917.52,N/A,N/A,N/A,0.0
3327,B16-X9,2203.94,33.71,93.4,1941.72,N/A,N/A,N/A,0.0
3328,B16-X9,2232.65,33.49,93.9,1965.64,N/A,N/A,N/A,0.0
3329,B16-X9,2261.51,33.27,94.4,1989.74,N/A,N/A,N/A,0.0
3330,B16-X9,2290.22,34.68,94.5,2013.54,N/A,N/A,N/A,0.0
3331,B16-X9,2319.06,36.08,94.6,2037.06,N/A,N/A,N/A,0.0
3332,B16-X9,2347.77,35.53,94.8,2060.34,N/A,N/A,N/A,0.0
3333,B16-X9,2376.64,34.98,95.1,2083.92,N/A,N/A,N/A,0.0
3334,B16-X9,2405.57,34.37,95.2,2107.71,N/A,N/A,N/A,0.0
3335,B16-X9,2434.35,33.75,95.4,2131.55,N/A,N/A,N/A,0.0
3336,B16-X9,2463.06,34.83,94.2,2155.27,N/A,N/A,N/A,0.0
3337,B16-X9,2491.99,35.9,92.9,2178.86,N/A,N/A,N/A,0.0
3338,B16-X9,2520.81,35.24,92.5,2202.31,N/A,N/A,N/A,0.0
3339,B16-X9,2549.55,34.58,92.0,2225.87,N/A,N/A,N/A,0.0
3340,B16-X9,2578.24,32.98,91.8,2249.72,N/A,N/A,N/A,3.0
3341,B16-X9,2607.1,31.38,91.5,2274.14,N/A,N/A,N/A,0.0
3342,B16-X9,2636.06,32.6,91.0,2298.71,N/A,N/A,N/A,0.0
3343,B16-X9,2664.73,33.84,90.5,2322.69,N/A,N/A,N/A,0.0
3344,B16-X9,2693.31,32.3,90.6,2346.64,N/A,N/A,N/A,0.0
3345,B16-X9,2722.26,30.76,90.8,2371.32,N/A,N/A,N/A,0.0
3346,B16-X9,2751.15,31.14,91.5,2396.09,N/A,N/A,N/A,0.0
3347,B16-X9,2780.1,31.51,92.1,2420.82,N/A,N/A,N/A,0.0
3348,B16-X9,2808.86,33.0,91.4,2445.14,N/A,N/A,N/A,0.0
3349,B16-X9,2837.42,33.22,90.7,2469.07,N/A,N/A,N/A,0.0
3350,B16-X9,2866.32,31.96,91.0,2493.41,N/A,N/A,N/A,0.0
3351,B16-X9,2895.32,29.62,89.9,2518.33,N/A,N/A,N/A,0.0
3352,B16-X9,2923.93,29.84,90.85,2543.17,N/A,N/A,N/A,0.0
3353,B16-X9,2952.68,30.06,91.8,2568.08,N/A,N/A,N/A,0.0
3354,B16-X9,2981.5,29.42,91.95,2593.1,N/A,N/A,N/A,0.0
3355,B16-X9,2987.0,29.3,92.0,2597.9,N/A,N/A,N/A,0.0
3356,B16-X9,3010.4,28.78,92.1,2618.36,N/A,N/A,N/A,0.0
3357,B16-X9,3039.1,27.99,91.7,2643.6,N/A,N/A,N/A,0.0
3358,B16-X9,3067.89,27.2,91.3,2669.12,N/A,N/A,N/A,0.0
3359,B16-X9,3096.59,26.3,91.2,2694.75,N/A,N/A,N/A,0.0
3360,B16-X9,3125.65,25.4,91.4,2720.9,N/A,N/A,N/A,0.0
3361,B16-X9,3154.47,24.35,90.7,2747.05,N/A,N/A,N/A,0.0
3362,B16-X9,3183.16,23.29,90.0,2773.29,N/A,N/A,N/A,0.0
3363,B16-X9,3212.17,22.59,89.3,2800.01,N/A,N/A,N/A,0.0
3364,B16-X9,3241.08,21.88,88.7,2826.77,N/A,N/A,N/A,0.0
3365,B16-X9,3269.91,21.5,88.1,2853.56,N/A,N/A,N/A,0.0
3366,B16-X9,3298.82,21.14,87.4,2880.49,N/A,N/A,N/A,0.0
3367,B16-X9,3327.43,20.81,87.6,2907.2,N/A,N/A,N/A,0.0
3368,B16-X9,3356.31,20.48,87.4,2934.23,N/A,N/A,N/A,0.0
3369,B16-X9,3385.05,20.3,87.0,2961.17,N/A,N/A,N/A,0.0
3370,B16-X9,3413.89,20.13,86.5,2988.23,N/A,N/A,N/A,0.0
3371,B16-X9,3442.81,19.85,86.8,3015.41,N/A,N/A,N/A,0.0
3372,B16-X9,3471.69,19.56,86.6,3042.6,N/A,N/A,N/A,0.0
3373,B16-X9,3491.88,19.25,86.5,3061.64,N/A,N/A,N/A,0.0
3374,B16-X9,3510.0,19.25,86.5,3078.75,N/A,N/A,N/A,0.0
10087,B16-X9,0.0,N/A,N/A,N/A,0.0,93.0,N/A,N/A
10088,B16-X9,450.0,N/A,N/A,N/A,0.0,93.0,450.0,N/A
10089,B16-X9,530.0,N/A,N/A,N/A,12.0,93.0,529.42,N/A
10090,B16-X9,610.0,N/A,N/A,N/A,24.0,93.0,605.36,N/A
10091,B16-X9,673.9,N/A,N/A,N/A,33.58,93.0,661.3,N/A
10092,B16-X9,973.9,N/A,N/A,N/A,33.58,93.0,911.23,N/A
10093,B16-X9,1273.9,N/A,N/A,N/A,33.58,93.0,1161.17,N/A
10094,B16-X9,1573.9,N/A,N/A,N/A,33.58,93.0,1411.1,N/A
10095,B16-X9,1873.9,N/A,N/A,N/A,33.58,93.0,1661.04,N/A
10096,B16-X9,2173.9,N/A,N/A,N/A,33.58,93.0,1910.97,N/A
10097,B16-X9,2473.9,N/A,N/A,N/A,33.58,93.0,2160.9,N/A
10098,B16-X9,2773.9,N/A,N/A,N/A,33.58,93.0,2410.84,N/A
10099,B16-X9,2989.09,N/A,N/A,N/A,33.58,93.0,2590.12,N/A
10100,B16-X9,3289.09,N/A,N/A,N/A,33.58,93.0,2840.05,N/A
10101,B16-X9,3565.27,N/A,N/A,N/A,33.58,93.0,3070.14,N/A
3375,B64-X23,0.0,0.5,353.57,N/A,N/A,N/A,N/A,0.0
3376,B64-X23,4.75,0.5,353.57,4.75,N/A,N/A,N/A,0.0
3377,B64-X23,5.0,0.5,353.57,5.0,N/A,N/A,N/A,0.0
3378,B64-X23,181.28,0.5,353.57,181.27,N/A,N/A,N/A,0.0
3379,B64-X23,186.03,0.5,353.57,186.02,N/A,N/A,N/A,0.0
3380,B64-X23,188.0,0.5,353.57,187.99,N/A,N/A,N/A,0.0
3381,B64-X23,219.92,0.5,321.57,219.91,N/A,N/A,N/A,0.0
3382,B64-X23,258.46,0.5,298.57,258.45,N/A,N/A,N/A,0.0
3383,B64-X23,296.99,0.5,283.57,296.98,N/A,N/A,N/A,0.0
3384,B64-X23,335.6,0.5,3.57,335.59,N/A,N/A,N/A,0.0
3385,B64-X23,373.91,0.5,353.57,373.9,N/A,N/A,N/A,0.0
3386,B64-X23,412.43,0.5,321.57,412.41,N/A,N/A,N/A,0.0
3387,B64-X23,450.77,0.25,343.57,450.75,N/A,N/A,N/A,0.0
3388,B64-X23,489.02,0.25,283.57,489.0,N/A,N/A,N/A,0.0
3389,B64-X23,527.28,0.75,343.57,527.26,N/A,N/A,N/A,0.0
3390,B64-X23,565.77,0.75,3.57,565.75,N/A,N/A,N/A,0.0
3391,B64-X23,604.14,0.75,13.57,604.11,N/A,N/A,N/A,0.0
3392,B64-X23,642.75,0.75,33.57,642.72,N/A,N/A,N/A,0.0
3393,B64-X23,680.88,0.75,333.57,680.85,N/A,N/A,N/A,0.0
3394,B64-X23,719.5,0.75,353.57,719.47,N/A,N/A,N/A,0.0
3395,B64-X23,759.79,0.75,353.57,759.75,N/A,N/A,N/A,0.0
3396,B64-X23,796.42,0.75,343.57,796.38,N/A,N/A,N/A,0.0
3397,B64-X23,835.15,0.75,313.57,835.11,N/A,N/A,N/A,0.0
3398,B64-X23,873.77,0.75,273.57,873.72,N/A,N/A,N/A,0.0
3399,B64-X23,912.23,0.75,293.57,912.18,N/A,N/A,N/A,0.0
3400,B64-X23,950.86,0.75,323.57,950.81,N/A,N/A,N/A,0.0
3401,B64-X23,989.28,0.75,338.57,989.22,N/A,N/A,N/A,0.0
3402,B64-X23,1027.44,0.75,333.57,1027.38,N/A,N/A,N/A,0.0
3403,B64-X23,1066.25,0.75,343.57,1066.19,N/A,N/A,N/A,0.0
3404,B64-X23,1104.79,0.75,353.57,1104.72,N/A,N/A,N/A,0.0
3405,B64-X23,1143.41,0.75,33.57,1143.34,N/A,N/A,N/A,0.0
3406,B64-X23,1181.61,1.0,38.57,1181.53,N/A,N/A,N/A,0.0
3407,B64-X23,1219.8,0.75,43.57,1219.72,N/A,N/A,N/A,0.0
3408,B64-X23,1243.0,0.75,43.57,1242.92,N/A,N/A,N/A,0.0
3409,B64-X23,1258.39,0.75,353.57,1258.31,N/A,N/A,N/A,0.0
3410,B64-X23,1296.72,0.75,33.57,1296.63,N/A,N/A,N/A,0.0
3411,B64-X23,1335.04,0.75,3.57,1334.95,N/A,N/A,N/A,0.0
3412,B64-X23,1373.36,1.0,28.57,1373.27,N/A,N/A,N/A,0.0
3413,B64-X23,1411.68,1.0,23.57,1411.58,N/A,N/A,N/A,0.0
3414,B64-X23,1450.0,1.0,13.57,1449.89,N/A,N/A,N/A,0.0
3415,B64-X23,1487.32,5.0,72.57,1487.15,N/A,N/A,N/A,1.0
3416,B64-X23,1535.85,8.5,56.57,1535.34,N/A,N/A,N/A,0.0
3417,B64-X23,1584.36,10.5,62.57,1583.18,N/A,N/A,N/A,0.0
3418,B64-X23,1632.68,12.5,64.57,1630.53,N/A,N/A,N/A,0.0
3419,B64-X23,1670.99,13.5,62.57,1667.86,N/A,N/A,N/A,0.0
3420,B64-X23,1719.11,14.5,62.57,1714.55,N/A,N/A,N/A,0.0
3421,B64-X23,1767.51,16.0,62.57,1761.24,N/A,N/A,N/A,0.0
3422,B64-X23,1815.86,17.5,65.57,1807.54,N/A,N/A,N/A,0.0
3423,B64-X23,1849.99,18.0,68.57,1840.05,N/A,N/A,N/A,0.0
3424,B64-X23,1888.31,23.0,68.57,1875.93,N/A,N/A,N/A,0.0
3425,B64-X23,1935.88,23.0,60.57,1919.72,N/A,N/A,N/A,2.0
3426,B64-X23,1983.77,23.0,62.57,1963.8,N/A,N/A,N/A,0.0
3427,B64-X23,2032.04,23.0,63.57,2008.23,N/A,N/A,N/A,0.0
3428,B64-X23,2080.55,23.0,64.57,2052.89,N/A,N/A,N/A,0.0
3429,B64-X23,2128.87,23.0,66.57,2097.36,N/A,N/A,N/A,0.0
3430,B64-X23,2177.19,23.0,69.57,2141.84,N/A,N/A,N/A,0.0
3431,B64-X23,2225.54,22.0,72.57,2186.51,N/A,N/A,N/A,0.0
3432,B64-X23,2273.91,22.0,74.57,2231.36,N/A,N/A,N/A,0.0
3433,B64-X23,2322.44,21.0,75.57,2276.51,N/A,N/A,N/A,0.0
3434,B64-X23,2365.0,20.0,75.57,2316.38,N/A,N/A,N/A,0.0
3435,B64-X23,2375.0,20.0,75.57,2325.77,N/A,N/A,N/A,0.0
3436,B64-X23,2390.6,20.0,75.57,2340.43,N/A,N/A,N/A,0.0
3437,B64-X23,2395.0,20.0,75.57,2344.57,N/A,N/A,N/A,0.0
3438,B64-X24,0.0,0.0,0.0,N/A,N/A,N/A,N/A,0.0
3439,B64-X24,195.53,0.61,116.77,195.53,N/A,N/A,N/A,0.0
3440,B64-X24,224.26,0.75,129.88,224.25,N/A,N/A,N/A,0.0
3441,B64-X24,252.81,0.95,146.97,252.8,N/A,N/A,N/A,0.0
3442,B64-X24,281.61,1.12,146.24,281.6,N/A,N/A,N/A,0.0
3443,B64-X24,310.44,1.23,150.65,310.42,N/A,N/A,N/A,0.0
